Food Code,Food Name,Group,Number,Type,accessed_at,confidence_level,record_id,source_type,source_url,verification_status
FR030,"Beef, tripe, fresh",Meat and Poultry,109,Raw,2026-09-15T06:22:31.315237+00:00,high,panganku-ifct-109,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR010,"Beets, fresh",Vegetables,110,Raw,2026-09-15T06:22:31.315241+00:00,high,panganku-ifct-110,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
NP003,Bekasang (fermented fish stomach),Herbs and Spices,111,Processed/Products,2026-09-15T06:22:31.315244+00:00,high,panganku-ifct-111,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
NP011,Belachan,Herbs and Spices,112,Processed/Products,2026-09-15T06:22:31.315247+00:00,high,panganku-ifct-112,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR020,"Belem leaf, fresh",Vegetables,113,Raw,2026-09-15T06:22:31.315251+00:00,high,panganku-ifct-113,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BR004,"Belitung, taro, fresh",Starchy Roots & Tubers,114,Raw,2026-09-15T06:22:31.315254+00:00,high,panganku-ifct-114,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP004,"Belitung, taro, steamed",Starchy Roots & Tubers,115,Processed/Products,2026-09-15T06:22:31.315257+00:00,high,panganku-ifct-115,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR157,"Bengkulu eggplant, fresh",Vegetables,116,Raw,2026-09-15T06:22:31.315261+00:00,high,panganku-ifct-116,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BR006,"Bentul (Komba),  taro, fresh",Starchy Roots & Tubers,117,Raw,2026-09-15T06:22:31.315265+00:00,high,panganku-ifct-117,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP005,"Bentul, taro, steamed",Starchy Roots & Tubers,118,Processed/Products,2026-09-15T06:22:31.315268+00:00,high,panganku-ifct-118,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP055,"Betok wadi, dish",Fish and Other Seafood,119,Processed/Products,2026-09-15T06:22:31.315271+00:00,high,panganku-ifct-119,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR069,"Bicolour eel, fresh",Fish and Other Seafood,120,Raw,2026-09-15T06:22:31.315275+00:00,high,panganku-ifct-120,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP035,Bika ambon,Cereals,121,Processed/Products,2026-09-15T06:22:31.315278+00:00,high,panganku-ifct-121,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP036,Bingka,Cereals,122,Processed/Products,2026-09-15T06:22:31.315358+00:00,high,panganku-ifct-122,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FR015,"Birds, nests, fresh",Meat and Poultry,123,Raw,2026-09-15T06:22:31.315361+00:00,high,panganku-ifct-123,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP029,Biscuits,Cereals,124,Processed/Products,2026-09-15T06:22:31.315365+00:00,high,panganku-ifct-124,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR134,"Bitter (petai) bean, fresh",Vegetables,125,Raw,2026-09-15T06:22:31.315368+00:00,high,panganku-ifct-125,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
MP002,"Bitter chocolate, bar",Convectionery,126,Processed/Products,2026-09-15T06:22:31.315372+00:00,high,panganku-ifct-126,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR103,Bitter gourd,Vegetables,127,Raw,2026-09-15T06:22:31.315375+00:00,high,panganku-ifct-127,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR064,"Bitter melon leaves, fresh",Vegetables,128,Raw,2026-09-15T06:22:31.315379+00:00,high,panganku-ifct-128,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR136,"Black nighshade leaves, fresh",Vegetables,129,Raw,2026-09-15T06:22:31.315382+00:00,high,panganku-ifct-129,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR127,"Black nighshade, fresh",Vegetables,130,Raw,2026-09-15T06:22:31.315386+00:00,high,panganku-ifct-130,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CR015,"Black soybean, dried",Grains and Legumes,131,Raw,2026-09-15T06:22:31.315389+00:00,high,panganku-ifct-131,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP014,"Black-eyed pea, boiled",Grains and Legumes,132,Processed/Products,2026-09-15T06:22:31.315393+00:00,high,panganku-ifct-132,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CR033,"Black-eyed pea, dried",Grains and Legumes,133,Raw,2026-09-15T06:22:31.315396+00:00,high,panganku-ifct-133,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP034,"Blackbanded trevally, cue, raw",Fish and Other Seafood,134,Processed/Products,2026-09-15T06:22:31.315400+00:00,high,panganku-ifct-134,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR067,"Blackbanded trevally, fresh",Fish and Other Seafood,135,Raw,2026-09-15T06:22:31.315404+00:00,high,panganku-ifct-135,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR003,"Blackfin snapper, fresh",Fish and Other Seafood,136,Raw,2026-09-15T06:22:31.315408+00:00,high,panganku-ifct-136,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR063,"Blue crab, fresh",Fish and Other Seafood,137,Raw,2026-09-15T06:22:31.315412+00:00,high,panganku-ifct-137,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP037,Bobengka,Cereals,138,Processed/Products,2026-09-15T06:22:31.315416+00:00,high,panganku-ifct-138,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DP022,"Bogor pickled, vegetables",Vegetables,139,Processed/Products,2026-09-15T06:22:31.315419+00:00,high,panganku-ifct-139,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP038,Bolu peca,Cereals,140,Processed/Products,2026-09-15T06:22:31.315423+00:00,high,panganku-ifct-140,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP056,"Bou ninahu ndamate, dish",Fish and Other Seafood,141,Processed/Products,2026-09-15T06:22:31.315427+00:00,high,panganku-ifct-141,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP057,"Bouiki ninahu nggaluku, dish",Fish and Other Seafood,142,Processed/Products,2026-09-15T06:22:31.315430+00:00,high,panganku-ifct-142,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER055,"Brazilian mango, fresh",Fruits,143,Raw,2026-09-15T06:22:31.315434+00:00,high,panganku-ifct-143,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP024,"Bread, white",Cereals,144,Processed/Products,2026-09-15T06:22:31.315437+00:00,high,panganku-ifct-144,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
EP015,Breadfruit flour,Fruits,145,Processed/Products,2026-09-15T06:22:31.315441+00:00,high,panganku-ifct-145,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR106,"Breadfruit, fresh",Vegetables,146,Raw,2026-09-15T06:22:31.315445+00:00,high,panganku-ifct-146,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
JR002,Breastmilk,Milk and Dairy Products,147,Raw,2026-09-15T06:22:31.315448+00:00,high,panganku-ifct-147,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP039,Brem,Cereals,148,Processed/Products,2026-09-15T06:22:31.315452+00:00,high,panganku-ifct-148,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP039,Brongkos,Meat and Poultry,149,Processed/Products,2026-09-15T06:22:31.315456+00:00,high,panganku-ifct-149,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
KR006,Buffalo fat (cow fat),Fat and Oil,150,Raw,2026-09-15T06:22:31.315461+00:00,high,panganku-ifct-150,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
JR004,"Buffalo milk, fresh",Milk and Dairy Products,151,Raw,2026-09-15T06:22:31.315465+00:00,high,panganku-ifct-151,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FR021,"Buffalo, meat, fresh",Meat and Poultry,152,Raw,2026-09-15T06:22:31.315468+00:00,high,panganku-ifct-152,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP040,"Bulgogi, dish",Meat and Poultry,153,Processed/Products,2026-09-15T06:22:31.315472+00:00,high,panganku-ifct-153,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP104,"Bun, dark brown skin",Cereals,154,Processed/Products,2026-09-15T06:22:31.315476+00:00,high,panganku-ifct-154,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
KP002,Butter,Fat and Oil,155,Processed/Products,2026-09-15T06:22:31.315479+00:00,high,panganku-ifct-155,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CR023,"Butter nut, dried",Grains and Legumes,156,Raw,2026-09-15T06:22:31.315483+00:00,high,panganku-ifct-156,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR044,"Cabbage leaves, fresh",Vegetables,157,Raw,2026-09-15T06:22:31.315486+00:00,high,panganku-ifct-157,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR024,"Caesionidae, fresh",Fish and Other Seafood,158,Raw,2026-09-15T06:22:31.315490+00:00,high,panganku-ifct-158,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
HR002,"Caged egg, fresh",Eggs,159,Raw,2026-09-15T06:22:31.315493+00:00,high,panganku-ifct-159,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
HR004,"Caged egg, white (albumen), fresh",Eggs,160,Raw,2026-09-15T06:22:31.315496+00:00,high,panganku-ifct-160,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
HR003,"Caged egg, yolk, fresh",Eggs,161,Raw,2026-09-15T06:22:31.315500+00:00,high,panganku-ifct-161,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR121,"Calabash, fresh",Vegetables,162,Raw,2026-09-15T06:22:31.315503+00:00,high,panganku-ifct-162,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
